chembl id,Number of Articles Mentioned,Names Used,Mentioned in Articles,chembl url
CHEMBL95606,2,['cytidine'],"['Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL95606
CHEMBL316966,6,"['camp', 'cyclic adenosine monophosphate', 'cyclic amp']","['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL316966
CHEMBL318164,1,['6-carboxyfluorescein'],['Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL318164
CHEMBL318153,40,['edu'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL318153
CHEMBL108778,1,['isobutyric acid'],['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL108778
CHEMBL89295,2,['sodium azide'],"['Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL89295
CHEMBL172513,1,['carnitine'],['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL172513
CHEMBL112570,1,['cholesterol'],['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL112570
CHEMBL325041,1,['bortezomib'],['Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL325041
CHEMBL1162,8,"['norethisterone', 'errin']","['The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1162
CHEMBL1163,2,['atazanavir'],"['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1163
CHEMBL116438,2,['e100'],"['The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL116438
CHEMBL1169,27,['pas'],"['Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1169
CHEMBL117545,1,['chloromethane'],['Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL117545
CHEMBL117822,6,['ethylene'],"['Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL117822
CHEMBL117021,1,['lysophosphatidic acid'],['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL117021
CHEMBL119385,1,['745'],['Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL119385
CHEMBL333950,4,['oct'],"['Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL333950
CHEMBL370805,1,['cocaine'],['Effects of HIV on executive function and verbal fluency in Cameroon'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL370805
CHEMBL123292,1,['cycloheximide'],['Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL123292
CHEMBL124518,2,['phorbol'],"['PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL124518
CHEMBL434435,1,['tetraethylammonium chloride'],['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL434435
CHEMBL336296,7,['utp'],"['The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL336296
CHEMBL135626,1,['ethane'],['Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL135626
CHEMBL134886,1,['octane'],['HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL134886
CHEMBL1223,12,['penicillin'],"['Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1223
CHEMBL1233,52,"['rela', 'soma']","['Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1233
CHEMBL1255,9,"['formaldehyde', 'formalin']","['Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1255
CHEMBL142438,4,['nitrogen'],"['Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL142438
CHEMBL1261,1,['citric acid'],['Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1261
CHEMBL1265,3,['differin'],"['Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1265
CHEMBL343448,1,['romidepsin'],['Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL343448
CHEMBL1280,22,"['covera', 'univer']","['Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1280
CHEMBL1293,2,['optimum'],"['Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1293
CHEMBL155886,1,['ceramide'],['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL155886
CHEMBL348107,4,['acrylamide'],"['G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL348107
CHEMBL1311,19,['monit'],"['Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1311
CHEMBL1323,3,['darunavir'],"['Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1323
